cve_ent,nom_ent,cve_mun,nom_mun,cvegeo,cve_ageb,pobreza,pobreza_ext
9,Ciudad de México,9008,La Magdalena Contreras,090080001057A,057A,"(34, 50)","(0, 20)"
9,Ciudad de México,9009,Milpa Alta,090090011051A,051A,"(50, 70)","(0, 20)"
9,Ciudad de México,9009,Milpa Alta,090090015012A,012A,"(34, 50)","(0, 20)"
9,Ciudad de México,9009,Milpa Alta,090090017037A,037A,"(50, 70)","(0, 20)"
9,Ciudad de México,9009,Milpa Alta,090090029044A,044A,"(34, 50)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001014A,014A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001021A,021A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001053A,053A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001060A,060A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001078A,078A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001092A,092A,"(18, 34)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001103A,103A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001110A,110A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001128A,128A,"(0, 18)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001135A,135A,"(18, 34)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001167A,167A,"(18, 34)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001174A,174A,"(34, 50)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001181A,181A,"(18, 34)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001199A,199A,"(34, 50)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001224A,224A,"(18, 34)","(0, 20)"
9,Ciudad de México,9010,Álvaro Obregón,090100001231A,231A,"(0, 18)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001001A,001A,"(18, 34)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001026A,026A,"(34, 50)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001040A,040A,"(18, 34)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001065A,065A,"(34, 50)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001108A,108A,"(18, 34)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001122A,122A,"(34, 50)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001147A,147A,"(0, 18)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110001154A,154A,"(18, 34)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110011072A,072A,"(50, 70)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110021115A,115A,"(50, 70)","(0, 20)"
9,Ciudad de México,9011,Tláhuac,090110026097A,097A,"(34, 50)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001013A,013A,"(18, 34)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001020A,020A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001038A,038A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001045A,045A,"(18, 34)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001052A,052A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001077A,077A,"(18, 34)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001084A,084A,"(18, 34)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001091A,091A,"(18, 34)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001102A,102A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001159A,159A,"(34, 50)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001173A,173A,"(50, 70)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001198A,198A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001216A,216A,"(0, 18)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120001223A,223A,"(34, 50)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120026248A,248A,"(70, 100)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120027180A,180A,"(34, 50)","(0, 20)"
9,Ciudad de México,9012,Tlalpan,090120027230A,230A,"(50, 70)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001018A,018A,"(0, 18)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001025A,025A,"(18, 34)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001032A,032A,"(18, 34)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001057A,057A,"(50, 70)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001064A,064A,"(18, 34)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001071A,071A,"(34, 50)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001089A,089A,"(50, 70)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001107A,107A,"(0, 18)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001114A,114A,"(50, 70)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001121A,121A,"(34, 50)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001139A,139A,"(0, 18)","(0, 20)"
9,Ciudad de México,9013,Xochimilco,090130001146A,146A,"(50, 70)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001005A,005A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001012A,012A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001037A,037A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001044A,044A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001051A,051A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001069A,069A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001076A,076A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001083A,083A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001090A,090A,"(0, 18)","(0, 20)"
9,Ciudad de México,9014,Benito Juárez,090140001101A,101A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001017A,017A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001024A,024A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001031A,031A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001049A,049A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001056A,056A,"(0, 18)","(0, 20)"
